65,97,129,161,277,353,385,417
0.0004967707573760608,0.00041511348289454206,0.00041542377287984264,0.0004156396521287301,0.00041514409796721723,0.0001240598349594683,0.000124060283886797,0.0001240604650533102
0.0010980939531287164,0.00047021212521465756,0.0004549069862268596,0.00045396162073458706,0.00035703540691449137,9.66758273880101e-05,9.667656174996888e-05,9.66768521697441e-05
0.00578154599414732,7.235738195343131e-05,7.403651632274543e-05,7.533895935611097e-05,7.51029622400265e-05,4.820705207399723e-05,4.8209842982021155e-05,4.821094692032244e-05
0.0010980904591183975,0.0006426409438545605,0.0001756526909713408,0.00016376914059318772,0.0001545470665949649,9.667584346304044e-05,9.667655925296797e-05,9.667684938209357e-05
0.0011675158039736457,0.0035956552548848824,5.7657696817035734e-05,5.7015238992342784e-05,5.768451906466781e-05,1.820071163422276e-05,1.8201042495898453e-05,1.8201172038067878e-05
0.0008452551290367468,0.0006426409398136451,0.0003908669432682063,8.934616964449251e-05,8.133012331282364e-05,1.4672884310510931e-05,1.4669435068818941e-05,1.4668046014637778e-05
0.0007194109018450345,0.0004702120548040653,0.0022609706792394353,3.596490644547205e-05,3.434132532620812e-05,3.799046039400204e-05,3.7966808242052633e-05,3.795742365384356e-05
0.008470010601768354,0.0006305926270743688,0.00039086709092342063,0.00024405895685054984,5.416739021207922e-05,1.8490790394392464e-05,1.8488973152953667e-05,1.8488256938733375e-05
0.008470007938457166,0.0008126002021734951,0.00017565256389412876,0.0014239236719276861,2.2395151937088512e-05,8.745629034318807e-05,8.739411609133652e-05,8.736942148105054e-05
0.0011675185827686664,0.0006710150483622539,0.0004549067652337358,0.00024405884430074072,0.0001534030649541009,0.0001210167568482718,0.00012089495619117828,0.0001208467257536762
0.0008452553237528267,0.00022183740740039823,0.0006206793605283295,8.93461217638592e-05,0.0008972035843421043,5.790208731261751e-05,5.781606715557281e-05,5.778170728228988e-05
0.0007194105278817604,0.00010058658432409248,0.0008123380128616932,0.0001637691307112581,0.00015340303266578046,7.835762389122023e-05,7.816489674230729e-05,7.808974360147962e-05
,0.00059667730137381,0.000670157272145021,0.000453961600647884,5.4167467855548667e-05,3.465145013283935e-05,3.452809160899528e-05,3.447382339070543e-05
,0.005285102189734909,2.140207035620272e-05,0.0006202410156008,8.133016232181831e-05,4.9288390102693055e-05,4.890944411179431e-05,4.8787700521160155e-05
,0.005285102091690521,9.066288203852407e-05,0.0008124746230317338,0.00015454706140422697,2.1009761432772172e-05,2.123034035893646e-05,2.11525676433301e-05
,0.00022183745305747883,0.00016961425830267122,0.0006701043809105892,0.0003570354566594696,3.3898062489400305e-05,3.086703540675681e-05,3.062822453224219e-05
,0.00010058655620105619,0.00036273440446864925,2.2137431786156253e-05,1.981808927160777e-05,1.4035459517556058e-05,1.3073106670875639e-05,1.3212968579273525e-05
,0.0005966773547659062,3.444575886196375e-05,9.114405089968027e-05,0.00011491805867880201,9.655156770639287e-05,2.1317687709911488e-05,1.9405603770557986e-05
,0.000630592827743527,0.0001601858076428092,0.00015739563477457945,5.717676256456985e-05,0.0005651920362449952,8.82447928115142e-06,8.195173925636262e-06
,0.0008126003728437728,0.003325931741297874,8.518895448911269e-05,3.4565796938753825e-05,9.655157902106244e-05,6.080851922870192e-05,1.3421399389104483e-05
,0.0006710150899802707,0.0033259317120952745,2.8839570159341055e-05,0.00010568582910655957,3.389806496232795e-05,0.0003560806994883329,5.555113346211075e-06
,,0.0003627343899581796,2.630011459539013e-05,0.00012984760612200924,4.928838961084612e-05,6.080853851976741e-05,3.8305685659394144e-05
,,3.444561366332134e-05,0.00010443359785290072,0.00011142551446590758,7.835763942880985e-05,2.1317699894959347e-05,0.00022433944784218586
,,0.00016018585473840944,2.2632134085235922e-05,7.979026524044551e-05,0.00012101673981361549,3.086703460161704e-05,3.8305677398760254e-05
