theta,rho,N,DoFs,Total_DoFs,Error_Estimate,Cost
0.47319328784942627,0.15013045072555542,222,3465,11810,0.000614145632788208,-4.997166298209086
0.6527283787727356,0.0,267,4673,13402,0.0009255695887883692,-4.58698906551738
0.4398634433746338,0.34315192699432373,234,2917,12692,0.0006136737535287254,-4.997934944294942
0.37690940499305725,0.4611510634422302,231,2473,10954,0.0009336093950289512,-4.578340241034377
0.6756209135055542,0.1843099743127823,234,3157,11601,0.0009252191061408259,-4.587367804216933
0.500821053981781,1.0,150,2759,10220,0.0014121225632513952,-4.164549169727602
0.5700290203094482,0.19814038276672363,303,2730,10584,0.0012084057150955553,-4.3203412062086795
0.3216550350189209,0.36145684123039246,219,2708,10578,0.000949726983890069,-4.561223827270708
0.35161975026130676,0.27870288491249084,216,3049,11686,0.0007101580489049033,-4.85191083582917
0.527056872844696,0.21379868686199188,192,2782,11589,0.0006187039377353653,-4.989771518135582
0.609364926815033,0.0,165,3871,12882,0.000904912941100565,-4.6095596437896305
0.32673412561416626,0.08763275295495987,249,3992,13590,0.000929451541175352,-4.582803713673121
0.418651819229126,0.0,159,3944,13582,0.000986031894138906,-4.523709684106985
0.6162474751472473,0.0,168,4011,13204,0.0015631144988059135,-4.062962801650996
0.5503795742988586,0.14872689545154572,258,3410,13094,0.0006134385822087966,-4.998318236542862
0.4834250807762146,0.17389030754566193,285,4296,13243,0.0009318656174460057,-4.580209768183418
0.4507860243320465,0.11692648380994797,237,2906,11299,0.0011315020033729742,-4.386097149565151
0.6267584562301636,0.0,198,3938,12606,0.0006286014825733244,-4.9739009022904686
0.5377357602119446,0.0,228,3982,11574,0.0009116309327906926,-4.602163155971198
0.4618655741214752,0.0,198,4167,13863,0.0005853092407112713,-5.045258061019545
0.45857709646224976,0.17150115966796875,210,3130,11251,0.0007606681513551997,-4.783201191605906
