theta,rho,N,DoFs,Total_DoFs,Error_Estimate,Cost
0.5042192935943604,0.12413796037435532,225,3233,10173,0.00121662091416533,-4.3135658327775985
0.6897754073143005,0.032611507922410965,192,3195,10162,0.0010341858095044535,-4.476028646544843
0.47137728333473206,0.06278611719608307,147,3759,12818,0.00223898537976171,-3.70362029841308
0.570946991443634,0.0,213,3768,10592,0.0011743060740035777,-4.348965708379466
0.3474501371383667,0.004402834456413984,186,4522,14366,0.0005941752397274367,-5.030224092953301
0.2691099941730499,0.4121503233909607,267,3356,13110,0.000593239473556662,-5.031800233713605
0.3435182273387909,0.37906554341316223,348,3734,13540,0.0007285892478153358,-4.826288258039557
0.6138917207717896,0.09772899746894836,207,2901,10168,0.0012153144229204917,-4.31464027859086
0.4034990966320038,0.05382341146469116,243,3579,11344,0.0010658030291725556,-4.445914573166161
0.38045570254325867,0.3758768141269684,237,2956,12515,0.0008053733713197742,-4.726092399989769
0.41348886489868164,0.061807550489902496,306,4605,13338,0.0008238079638300976,-4.703460936039319
0.5483458042144775,0.0,147,5180,14486,0.002239149982438743,-3.703546784477571
0.5265102982521057,0.05103164538741112,213,3802,13344,0.000417108471646186,-5.384052073359107
0.4874116778373718,0.0,198,4617,13522,0.0005826037760161554,-5.049891059360503
0.6956920623779297,0.0,147,4962,13656,0.0022393411746001474,-3.703461402077644
0.42704156041145325,0.04334723576903343,297,4478,13097,0.001099282124057396,-4.414985753935678
0.30562618374824524,0.8386247158050537,318,3126,12825,0.0008738959058966145,-4.644437117425647
0.7032930850982666,0.0,153,3835,11721,0.002247580973500844,-3.699788591232566
0.5659444332122803,0.44648879766464233,210,2544,10387,0.0011567373510627957,-4.36403969234877
0.5819159150123596,0.1159479022026062,252,3636,12190,0.0007550277301543242,-4.790643907927562
0.42184045910835266,0.1423128992319107,243,3396,10306,0.0012773370376393284,-4.264865634734103
